timestamp,encoderR,encoderL
25722903,13810.84,10032.27
25732966,13858.51,10064.48
25742980,13908.18,10093.63
25752920,13961.98,10119.81
25762919,14015.24,10150.36
25772923,14061.53,10184.16
25782920,14112.56,10212.54
25793087,14161.34,10238.86
25803045,14207.03,10340.89
25812907,14256.26,10368.96
25822916,14313.95,10400.04
25832988,14364.01,10428.72
25842956,14419.48,10456.71
25852938,14472.64,10485.16
25862901,14535.25,10512.72
25872923,14591.74,10544.69
25882922,14661.19,10573.36
25892905,14720.84,10595.45
25902894,14785.31,10697.44
25913013,14845.32,10721.39
25922952,14912.52,10745.81
25932954,14969.96,10773.25
25942905,15043.79,10799.39
25953018,15100.54,10819.47
25962917,15177.26,10846.38
25972906,15244.2,10873.54
25982918,15313.71,10901.3
25992924,15387.53,10930.16
26002894,15450.2,10954.76
26012979,15519.56,10976.33
26022981,15585.19,11080.57
26032894,15658.08,11106.15
26042939,15721.48,11136.0
26053040,15798.54,11163.66
26062931,15860.3,11187.8
26072993,15929.06,11215.29
26082989,15987.6,11246.05
26092972,16049.26,11274.67
26102962,16119.47,11302.86
26113070,16178.61,11327.62
26122910,16242.25,11428.87
26132962,16302.52,11457.21
26142926,16368.25,11488.1
26152906,16420.57,11515.41
26163065,16488.97,11543.25
26172951,16545.76,11571.26
26182964,16607.67,11599.23
26192908,16667.02,11630.46
26202908,16734.46,11658.39
26212907,16791.98,11680.12
26222954,16865.5,11782.0
26232918,16925.86,11807.03
26242941,16989.63,11832.07
26252988,17049.47,11860.27
26262906,17110.53,11884.54
26272946,17166.06,11909.51
26282931,17238.07,11936.34
26292905,17305.93,11963.14
26302954,17368.77,11993.13
26312943,17440.55,12020.23
26322916,17500.22,12041.7
26332906,17575.13,12143.58
26342900,17638.0,12169.23
26352909,17708.58,12194.41
26362920,17775.5,12222.39
26372938,17847.96,12247.91
26382927,17921.39,12270.47
26392916,17998.64,12295.85
26402894,18074.28,12323.14
26412947,18143.37,12348.8
26422939,18214.45,12374.08
26433074,18289.45,12394.73
26442982,18367.51,12413.39
26453056,18446.43,12513.54
26462926,18518.82,12535.47
26472972,18586.54,12557.83
26482936,18669.14,12583.35
26492928,18743.07,12607.63
26503011,18810.77,12629.16
26512899,18886.6,12654.05
26522962,18951.2,12682.17
26532930,19032.94,12708.79
26542973,19100.03,12735.33
26552958,19173.11,12758.77
26562925,19244.18,12858.41
26572915,19299.54,12884.06
26582942,19371.24,12912.59
26592917,19430.21,12940.04
26602927,19492.85,12969.4
26612962,19549.91,12999.54
26622996,19609.17,13029.75
26632973,19655.47,13067.55
26642922,19712.56,13100.58
26652955,19756.38,13132.15
26663101,19804.23,13246.0
26672904,19843.35,13282.16
26682919,19889.36,13321.5
26692957,19931.01,13357.13
26702976,19977.05,13391.44
26712923,20016.08,13431.76
26722919,20070.18,13463.38
26733011,20112.91,13492.64
26742947,20156.89,13601.72
26752925,20204.65,13632.39
26762894,20248.26,13666.71
26772909,20294.87,13698.16
26782937,20337.39,13727.05
26792937,20379.7,13761.65
26802960,20427.68,13798.0
26812934,20475.94,13826.76
26822909,20519.49,13855.64
26834430,20571.47,13962.75
26842931,20611.7,13997.91
26852914,20661.64,14032.76
26862923,20705.25,14061.85
26872951,20750.15,14094.55
26882912,20797.43,14130.77
26892912,20841.81,14163.77
26902939,20881.81,14193.37
26913034,20924.29,14299.85
26922936,20964.45,14327.29
26933070,21008.86,14359.83
26942947,21049.02,14389.12
26952918,21087.61,14417.72
26963063,21138.97,14446.21
26972907,21180.9,14473.93
26982961,21227.73,14506.42
26992935,21269.3,14536.39
27002930,21315.12,14560.46
27012918,21356.34,14666.51
27022923,21398.9,14698.37
27033098,21436.12,14730.6
27042931,21474.46,14764.87
27052945,21517.44,14797.34
27062898,21558.63,14829.86
27072927,21597.04,14869.28
27082987,21637.91,14901.74
27092968,21676.44,14932.18
27102899,21722.62,15042.54
27113039,21766.24,15074.31
27122925,21810.72,15108.42
27132935,21844.13,15138.54
27142947,21896.12,15165.98
27152927,21934.35,15198.11
27162907,21970.45,15228.91
27173020,22013.46,15259.12
27182936,22053.25,15285.13
27193478,22093.67,15385.97
