timestamp,encoderR,encoderL,x_odom,y_odom,theta_odom,delta_S,dist_R,dist_L,theta_fused,x_fused,y_fused
23562953,0.02,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23572907,0.03,-0.01,-1.084202172426844e-19,-1.1278276676141567e-24,2.0804748344102323e-05,-1.0842021724855044e-19,0.0012482849006461392,-0.0012482849006461394,-1.856657276648258e-05,-1.0842021724387864e-19,1.0064959264370742e-24
23582908,0.02,-0.02,-0.001248284900375987,-2.5970253217812214e-08,2.0804748344102326e-05,-0.0012482849006461394,-0.0012482849006461392,-0.0012482849006461394,-4.9212822425375065e-05,-0.0012482848999293046,4.2303997788363947e-08
23592908,0.01,0.0,-0.0006241424500613595,-2.2723971565366136e-08,-1.0402374172051161e-05,0.0006241424503230697,-0.0012482849006461394,0.0024965698012922788,-6.65328837047081e-05,-0.0006241424510981272,-6.209115751685115e-08
23602924,0.04,-0.01,0.0006241424505172416,-9.738844955757471e-09,3.120712251615349e-05,0.0012482849006461394,0.003744854701938418,-0.0012482849006461394,-0.00012524842436660957,0.000624142444845779,-1.4242282692772298e-07
23612904,0.03,-0.0,0.0006241424505172414,-9.738844955757476e-09,1.0402374172051161e-05,-2.168404344971009e-19,-0.0012482849006461398,0.0012482849006461394,-0.0001451931410859646,0.0006241424505172414,-9.738844955757442e-09
23622916,0.03,0.0,0.0006241424505172414,-9.738844955757476e-09,1.0402374172051161e-05,0.0,0.0,0.0,-0.00015052878580992408,0.0006241424505172414,-9.738844955757476e-09
23632942,0.03,-0.01,2.7015206478103737e-13,-1.9477689912744427e-08,2.0804748344102323e-05,-0.0006241424503230697,0.0,-0.0012482849006461394,-0.00020796717179933565,1.0220969578512984e-11,1.0213742715172745e-07
23642984,0.04,0.0,0.0012482849006461394,6.492563305067797e-09,2.0804748344102326e-05,0.0012482849006461396,0.0012482849006461398,0.0012482849006461394,-0.00023740115039991543,0.001248284869966169,-2.974509635290921e-07
23652912,0.04,-0.01,0.0006241424505341262,-9.738844955406196e-09,3.120712251615349e-05,-0.0006241424503230697,0.0,-0.0012482849006461394,-0.0002598873862651517,0.0006241424696165524,1.6168200460185084e-07
23662963,0.04,0.0,0.0012482849006461394,6.492563305067797e-09,2.0804748344102326e-05,0.0006241424503230697,0.0,0.0012482849006461394,-0.00026122649346452535,0.0012482848796707057,-1.7236349001123157e-07
23673011,0.06,-0.01,0.001872427350555538,2.921653486727243e-08,5.20118708602558e-05,0.0006241424503230695,0.0024965698012922783,-0.0012482849006461394,-0.00027193615350974004,0.0018724273287916795,-1.59892155175853e-07
23682909,0.04,-0.01,0.000624142450990008,-2.27239715571111e-08,3.120712251615349e-05,-0.0012482849006461392,-0.0024965698012922783,0.0,-0.0002824859360662224,0.0006241424978722264,3.752548919365082e-07
23692908,0.05,-0.02,0.0006241424509900082,-2.272397155711109e-08,5.2011870860255816e-05,2.168404344971009e-19,0.0012482849006461398,-0.0012482849006461394,-0.0002718285026673269,0.0006241424509900082,-2.2723971557111158e-08
23702922,0.03,0.0,0.0006241424509900078,-2.2723971557111102e-08,1.0402374172051165e-05,-4.336808689942018e-19,-0.0024965698012922796,0.0024965698012922788,-0.0003011804108236908,0.0006241424509900078,-2.2723971557110963e-08
23712920,0.02,-0.01,-0.0006241424495885934,-3.570909816671977e-08,1.0402374172051166e-05,-0.0012482849006461394,-0.0012482849006461392,-0.0012482849006461394,-0.0003224931459216319,-0.0006241423889631619,3.6653716404285196e-07
23722956,0.03,-0.01,6.58495827310368e-13,-2.597025320973282e-08,2.0804748344102326e-05,0.0006241424503230696,0.0012482849006461392,0.0,-0.0003251673633831609,-3.199119517471177e-11,-2.3782530326168923e-07
23732952,-0.15,0.0,-0.010610421622542048,8.018315673279746e-07,-0.00017684036092486977,-0.010610421655492185,-0.02246912821163051,0.0012482849006461394,-0.00033049448130772135,-0.010610421084666168,3.4524540022781307e-06
