timestamp,encoderR,encoderL
34242920,23107.03,32129.76
34252955,23131.11,32172.11
34262930,23159.43,32204.09
34272925,23191.71,32318.05
34282942,23219.48,32359.26
34292953,23245.91,32397.16
34302944,23277.12,32434.15
34312969,23305.2,32472.06
34322963,23333.42,32510.66
34332952,23365.93,32548.81
34343030,23394.95,32580.14
34352935,23427.64,32696.83
34362891,23457.79,32738.44
34372938,23491.54,32773.23
34382967,23521.31,32810.11
34392914,23563.97,32846.83
34402977,23597.43,32887.98
34412917,23636.71,32921.16
34422913,23674.38,33028.28
34432901,23713.82,33061.77
34442922,23759.16,33097.05
34452912,23800.43,33126.9
34462947,23844.2,33157.59
34472912,23882.35,33187.04
34482960,23935.45,33222.61
34492916,23978.96,33256.03
34502970,24029.34,33281.42
34512896,24077.13,33386.29
34522993,24133.92,33414.63
34532890,24184.75,33442.61
34542890,24238.54,33472.87
34553127,24297.82,33499.98
34562973,24359.63,33524.6
34573267,24422.5,33549.87
34582926,24480.02,33581.36
34592950,24543.29,33607.07
34603031,24597.85,33631.99
34612908,24669.82,33655.12
34622926,24730.37,33755.24
34633020,24800.48,33781.53
34642961,24863.33,33809.47
34652907,24930.83,33834.3
34662964,24998.53,33859.88
34672911,25070.26,33883.68
34682919,25135.63,33911.47
34693041,25215.72,33940.62
34702945,25293.84,33962.99
34712981,25368.46,33984.62
34723078,25445.47,34002.27
34732924,25512.1,34018.1
34742977,25586.77,34111.12
34752986,25650.65,34125.84
34762923,25727.52,34138.09
34772930,25798.73,34149.86
34782901,25859.07,34164.5
34793474,25925.27,34173.86
34802999,25981.37,34187.34
34812912,26035.94,34189.75
34822955,26091.73,34200.96
34832902,26142.95,34186.15
34842904,26187.04,34166.36
34852940,26204.98,34138.84
34862996,26225.19,34109.74
34873050,26251.62,34001.04
34882919,26270.78,33964.37
34893023,26283.65,33932.71
34902938,26284.76,33907.83
34913000,26285.73,33891.1
34922949,26288.22,33875.67
34933025,26288.74,33862.82
34943001,26288.89,33852.63
34952923,26288.97,33844.18
34962938,26289.0,33838.6
34972925,26288.66,33835.31
34982986,26288.57,33834.63
34992912,26288.66,33835.01
35002895,26288.73,33835.36
35012939,26288.83,33835.77
35022942,26288.82,33835.84
35032928,26288.84,33835.84
35042895,26288.83,33835.83
35052921,26288.84,33835.84
35062981,26288.81,33835.84
35072966,26288.82,33835.84
35082889,26288.82,33835.86
35093222,26288.82,33835.86
35102952,26288.83,33835.84
35112901,26288.83,33835.85
