timestamp,encoderR,encoderL,x_odom,y_odom,theta_odom,delta_S,dist_R,dist_L,theta_fused,x_fused,y_fused
23583029,2267.03,2059.3,266.79413439239573,37.50808219964073,0.2160885186760189,8.849715803130817,5.165402918873738,12.534028687387897,0.12160534426057563,267.0022344275996,36.37521880771665
23592940,2313.99,2085.85,271.2648082144177,38.539330218248644,0.23731976436117516,4.588071152324842,5.861945893434218,3.3141964112154656,0.1307191234674758,271.345739995385,38.085389166195306
23602943,2354.59,2116.25,275.5664265213179,39.60398364251716,0.24793018601666764,4.431411397293823,5.068036696623372,3.794786097964275,0.1386647530066287,275.6560831944952,39.13440250075816
23612946,2397.59,2145.41,279.9244538414609,40.74061009892854,0.2623270718707866,4.503811921531262,5.3676250727784,3.639998770284124,0.14547491183673125,280.02486273776276,40.2416891610915
23622986,2444.08,2174.63,284.47698552442483,42.006980884125824,0.28029197206591844,4.725382491395963,5.803276503103875,3.6474884796880507,0.15042819888788816,284.5982120912702,41.43718996680482
23632915,2489.45,2202.21,288.8405761861687,43.30696963771837,0.2987977957179974,4.553119175106782,5.663468594231521,3.442769755982044,0.15457931156429244,288.9772603907721,42.69866025352193
23643062,2529.69,2235.56,293.2252532661255,44.674758544779976,0.305965031522541,4.59306429192748,5.023098440200094,4.163030143654864,0.15736692399994223,293.37788450350143,44.02046303169062
23652915,2571.46,2272.17,297.88610840773623,46.16081791254429,0.3113326565953193,4.892028525632227,5.214086029998922,4.569971021265532,0.15942921876691651,298.0560396263017,45.44641017468475
23663055,2611.96,2304.9,302.23128386370917,47.578488680879786,0.319415301327003,4.57059516371584,5.055553847616864,4.085636479814816,0.15914011230404188,302.3988443916713,46.88576900736392
23672951,2649.99,2331.44,306.04989544977377,48.86682607631426,0.3313676292506896,4.030087801736044,4.747227477157237,3.31294812631485,0.15890279015976763,306.2105228842533,48.216661468673855
23682956,2691.69,2441.32,315.0994669284578,51.62564294112591,0.26044424214564493,9.460751261997114,5.205348035694435,13.716154488299793,0.1583429391635993,315.3918740742907,50.361232252843685
23692906,2726.93,2473.78,319.18083349013426,52.71963895168405,0.2633361021654749,4.225444388687171,4.398955989876968,4.051932787497373,0.15762576205695633,319.2722893538799,52.29042357244898
23703033,2766.8,2509.62,323.74072939455294,53.95923123580707,0.26752825895681215,4.725382491395964,4.976911898876201,4.473853083915725,0.15689582712640623,323.8479046879682,53.45969714151818
23712939,2811.67,2542.08,328.3871990071916,55.265125681822084,0.2804376053043275,4.826493568348294,5.601054349199214,4.051932787497373,0.15592314287699566,328.50830572904977,54.711066364045436
23722926,2854.32,2573.14,332.8002735624696,56.56507571498629,0.29249395696973496,4.60055400133135,5.323935101255796,3.8771729014069027,0.15275236978385617,332.9330687596511,55.97234934717802
23732951,2893.23,2611.19,337.3990426298538,57.95215086964937,0.293388561148531,4.803400297686347,4.857076548414111,4.749724046958583,0.1478919642259345,337.54950535102336,57.284416968080855
23742973,2936.76,2645.73,342.0568701924378,59.38311342975627,0.30274029552920523,4.872680109672215,5.43378417251267,4.311576046831761,0.14159362066758574,342.2207693072488,58.65497609663861
23753062,2979.25,2676.94,346.4394879625142,60.78025915874666,0.3144741735952787,4.599929858881012,5.303962542845419,3.895897174916606,0.13373829126638126,346.6132801078489,60.01436883715422
23762999,3028.82,2785.5,355.91427475035044,63.54372076810734,0.2531105683543491,9.869564566958708,6.187748252502933,13.551380881414484,0.12598012687602886,356.225952130171,62.058313866705696
23772902,3068.89,2814.17,360.0614880452919,64.64270650897858,0.26496927491048705,4.290355203520767,5.001877596889044,3.5788328101524907,0.12137545935061478,360.17185870065566,64.07299071669777
23782934,3108.36,2846.57,364.3863019772429,65.83333437745033,0.2723237534501274,4.485711790471924,4.926980502850344,4.0444430780935035,0.12260644566775848,364.51386349256234,65.18856651275485
23792929,3152.1,2876.2,368.78772171414545,67.09737412039716,0.2870015034068917,4.579333158020328,5.459998155426187,3.6986681606144685,0.1264895261324654,368.9301632570382,66.40220768682735
23802957,3195.03,2900.28,372.78722820453936,68.32058229941815,0.30660997872120804,4.182378559614932,5.358887078473913,3.0058700407559513,0.13387784326350854,372.93470925899175,67.64031492639371
23812998,3234.77,2926.61,376.70984011054753,69.59262520265851,0.3205595624859285,4.123709169284504,4.960684195167731,3.286734143401276,0.14239278041905706,376.8716568952646,68.88840232655846
23822894,3277.74,2955.45,380.95299843768015,71.03610538063808,0.3352581171910369,4.481966935769932,5.363880218076436,3.6000536534634278,0.15078475513186537,381.143738364196,70.2472807530267
23832950,3318.69,2984.04,385.0423765575363,72.49043490280498,0.34811545166769226,4.340286599546653,5.111726668145975,3.5688465309473303,0.1604954324130854,385.2408218691215,71.70890400354617
23842925,3360.75,3013.55,389.23138584971286,74.04162110270316,0.3611704312536162,4.46698751696222,5.250286292117656,3.683688741806784,0.17067808962450418,389.44826376462,73.22673334443893
23852902,3406.79,3039.68,393.42850422739383,75.67690137783357,0.3818815582301704,4.50443606398157,5.747103682574821,3.261768445388319,0.17897126844284408,393.6671610135864,74.82510240436937
23862909,3445.81,3142.67,401.7588022623466,78.70457808688774,0.3153375706515589,8.863446937037928,4.870807682321234,12.85608619175462,0.18550950204439862,402.14517362471395,77.2832532146085
23873011,3484.67,3173.28,405.8751151700183,80.0669838637723,0.3239195293435011,4.335917602394381,4.8508351239109135,3.8210000808778486,0.18905326199103234,406.0189021861712,79.51187610731327
23882950,3535.16,3204.37,410.6854754401939,81.73623339129212,0.34410013523728045,5.09175410973557,6.302590463362331,3.880917756108808,0.19098524834435288,410.8752207528143,81.02870319647876
23892959,3580.22,3237.53,415.2710478020457,83.41160278641658,0.35647896050202094,4.882042246427067,5.6247717623114974,4.1393127305426365,0.1916933429440922,415.4784224493888,82.66467049898895
23903008,3621.26,3267.76,419.43086107235206,84.98735639635504,0.3677239269820087,4.448263243452546,5.122961232251809,3.773565254653282,0.1925970604414946,419.6374489251553,84.2610656256028
23912936,3665.4,3296.6,423.6681770925333,86.65861384019064,0.38363955946524714,4.554991602457736,5.5099295514520445,3.6000536534634278,0.19344889196486004,423.90126116543456,85.86112496195376
23923053,3707.12,3331.45,428.09341887307545,88.46322949024281,0.3907859905214462,4.779058742123727,5.207844605495669,4.350272878751785,0.19638866287085488,428.35673673253876,87.58425467916703
23932923,3753.74,3365.56,432.7396659441517,90.41282073304575,0.40379936061068195,5.038702001458143,5.819504206812288,4.257899796103998,0.20281240047531626,433.03208178838236,89.46229228530143
23942920,3794.15,3391.04,436.50873240079056,92.05799106577113,0.4193301052495546,4.112474605178727,5.044319283511088,3.1806299268463656,0.21149380753461375,436.7642175456524,91.25865274065602
23952939,3840.1,3416.6,440.56578743746957,93.91832423259301,0.4405405461863668,4.463242662260257,5.7358691184689885,3.1906162060515255,0.22272651810887162,440.867196074702,93.0194116113256
23962910,3891.32,3523.1,449.586869764629,97.8583638342332,0.38303622176326824,9.843974726495471,6.393715261109558,13.294234191881383,0.2361146241087298,450.15183357008965,96.15697515651152
23972899,3942.73,3550.75,454.1406198666478,99.75898380781751,0.4077522627960615,4.934470212254185,6.417432674221784,3.451507750286587,0.24948697338268597,454.3766041132832,99.04472008129653
23982921,3988.34,3582.32,458.5487491544644,101.70144395184599,0.4223571961336213,4.81713143159347,5.693427431847058,3.940835431339883,0.26170845707773926,458.80125402753504,100.97686904363282
23992966,4041.27,3611.2,463.17961497482963,103.8525912774655,0.44737490601740454,5.106109386093002,6.607171979119996,3.6050467930660077,0.27168554181567744,463.474340476318,103.04714198365993
24002927,4088.85,3637.18,467.29639418230283,105.88511967684147,0.4698440342290349,4.591191864576498,5.939339557274322,3.243044171878673,0.2807125874849403,467.59679563352904,105.10461274923239
24012943,4140.43,3667.65,471.83682441969086,108.25367278097347,0.49180344610623505,5.121088804900827,6.438653517532835,3.8035240922688187,0.2893557819591934,472.21085750508155,107.3251199534884
24022934,4183.61,3698.96,475.9214141091503,110.47437825370153,0.5041510642484592,4.649237112456505,5.390094200989953,3.908380023923056,0.2979774029648107,476.2870228855794,109.59945855220374
24032934,4238.06,3731.48,480.6440176269567,113.15057178263142,0.5269634708077682,5.4281668904597815,6.796911284018319,4.059422496901243,0.3058513692848767,481.10405957807205,112.08843579113595
24042948,4284.64,3758.83,484.60891111559465,115.51092068333213,0.5469672363406226,4.614285135238444,5.8145110672097085,3.4140592032671804,0.3155188204894682,485.0373908726671,114.56120952250606
24052928,4334.73,3862.13,492.9205370583835,120.26202674869367,0.4916162033711374,9.57372104550553,6.252659067336418,12.894783023674645,0.3261613213309161,493.6940930739878,118.53012644644987
24062938,4381.27,3891.7,497.08835134916006,122.54130996019224,0.5092690323411094,4.75034818940892,5.809517927607242,3.691178451210598,0.33913635079728666,497.4104744320903,121.81324249797274
24072896,4435.66,3923.95,501.7790352532352,125.23190466536256,0.5322998887580301,5.40757018959904,6.78942157461428,4.0257188045838,0.35437634546122915,502.17406301685594,124.37906734039838
24082910,4486.44,3953.44,506.067435194326,127.82220199612082,0.5544465433703265,5.00999144874328,6.338790725481065,3.6811921720054945,0.37144047752122433,506.4627174839609,127.01042513982017
24092953,4540.67,3982.14,510.4314685061286,130.6054244728218,0.5810038046315739,5.176013340529236,6.769449016204074,3.582577664854398,0.38890191713153094,510.87388698659475,129.7429141739166
24102929,4598.27,4010.17,514.8533851242818,133.6072028800224,0.6117636250583294,5.344531802116481,7.190121027721808,3.4989425765111535,0.40631066351971373,515.3590761016518,132.67489386577674
24112929,4658.35,4038.73,519.3297124002302,136.85834564362798,0.6445519084486346,5.5323986796636815,7.499695683081996,3.565101676245367,0.4250083358269568,519.9147012617505,135.84114874045488
24122940,4711.91,4069.88,523.5187516752602,140.08409973705713,0.6678636289682006,5.287110696686698,6.68581392786066,3.888407465512736,0.4449389797300599,524.1244933913259,139.08626277997877
24132914,4773.22,4097.72,527.8268396278711,143.6056097923158,0.7026803753220561,5.564229944630201,7.65323472586153,3.4752251633988704,0.4678204202237058,528.513504092178,142.53626269461398
24142962,4828.57,4119.77,531.4587087354818,146.7910077128177,0.7373202813149857,4.830862565500537,6.909256925076313,2.7524682059247603,0.4912464628651072,532.1128305244553,145.83440210232416
24152906,4886.68,4222.06,539.0224529687983,153.34957445292636,0.6913625922228643,10.011244903182071,7.253783557654788,12.768706248709353,0.517588484377249,540.2231147203719,151.62941780741608
24162904,4947.81,4247.5,543.1202966842052,156.87125871051666,0.7284886656429155,5.4032011924467955,7.630765597649863,3.1756367872437288,0.5464539199755231,543.6788427318297,156.09048990233288
24172939,5012.42,4273.49,547.2632860547685,160.71984510465535,0.768662634695377,5.654730599926978,8.065168743074667,3.244292456779289,0.5768059377657146,547.9063938829695,159.88277855300998
24183149,5077.51,4303.01,551.4313832832884,164.9026825311573,0.8056638796253627,5.905011722506599,8.12508641830574,3.684937026707458,0.6079076304267589,552.1622440996654,164.0167183987449
24192954,5139.95,4330.15,555.2292477133617,169.00588468728972,0.8423842604527034,5.591068069993997,7.794290919634445,3.3878452203535496,0.6361257147454376,555.975272509417,168.16045982004283
24202925,5202.73,4354.29,558.7585373444324,173.12598671705882,0.8825790342535085,5.4250461782081265,7.836732606256431,3.0133597501598213,0.6648215351168343,559.5464836094579,172.29109400377908
