timestamp,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,x_ins,y_ins,theta_ins
24532994,-139,-768,-1224,-3936,-1933,-1244,10036.0,-1.0610687022900764,-5.862595419847328,-9.34351145038168,-2.35589443359375,-1.1569979522705078,-0.7445967163085937,-94.3666546480343,-4.003678197716451,-0.02039386547800662
24542915,1258,-561,-1850,60,2683,1208,9921.0,9.603053435114504,-4.282442748091603,-14.122137404580153,0.03591302490234375,1.6059107635498047,0.7230489013671875,-98.31688009123283,-4.342168478976284,-0.022839171683481135
24552919,1125,-502,-1570,68,-1321,1220,10004.0,8.587786259541986,-3.83206106870229,-11.98473282442748,0.040701428222656245,-0.7906850982666015,0.7302315063476562,-102.29805403918064,-4.762699332262726,-0.024931738853253158
24562902,125,-469,-1549,-3760,995,164,9983.0,0.9541984732824428,-3.5801526717557253,-11.82442748091603,-2.250549560546875,0.5955576629638671,0.09816226806640624,-106.49347771123179,-5.11696228727331,-0.026991982392047004
24572910,426,-129,-524,5072,-345,-1796,10008.0,3.2519083969465647,-0.9847328244274809,-4.0,3.0358477050781247,-0.20649989318847656,-1.0749965454101562,-110.39602632631767,-5.5012063674994645,-0.027690672598205374
24582975,-190,631,-491,956,355,-744,10065.0,-1.450381679389313,4.816793893129771,-3.7480916030534353,0.5722141967773438,0.21248539733886718,-0.44532150878906246,-114.26224711191725,-5.867764980813566,-0.028349090064645796
24592903,144,282,-1978,5428,-1077,3376,9928.0,1.099236641221374,2.1526717557251906,-15.099236641221374,3.248931652832031,-0.6446387969970703,2.020706201171875,-117.75773190235537,-6.302757176864986,-0.030965429743553874
24602948,-52,1016,-3526,4180,3751,1904,10045.0,-0.3969465648854962,7.755725190839694,-26.916030534351144,2.501940734863281,2.2451626068115234,1.139639990234375,-121.03403802961061,-6.52548508000992,-0.035684303088419064
24612897,-65,669,-4888,4040,1247,-3520,9949.0,-0.4961832061068702,5.106870229007634,-37.31297709923664,2.418143676757812,0.7463923675537109,-2.1068974609374997,-124.03677698913002,-6.682359179361479,-0.042163433179939036
24622931,-402,987,-4246,268,-657,3644,10034.0,-3.068702290076336,7.534351145038168,-32.412213740458014,0.16041151123046873,-0.39324762268066404,2.1811177124023438,-127.05093150263075,-6.880893207129094,-0.047839665451069886
24632918,931,463,-5559,4248,-1201,660,9987.0,7.106870229007634,3.5343511450381677,-42.43511450381679,2.5426421630859375,-0.7188590484619141,0.3950432739257812,-129.80170909988973,-7.164088074353815,-0.055236361894528734
24642925,-711,279,-6726,2996,-197,3508,10007.0,-5.427480916030534,2.1297709923664123,-51.343511450381676,1.7932570434570312,-0.11791443176269531,2.099714855957031,-132.37954615194832,-7.471155287889776,-0.06420376793124484
24652990,-1679,152,-5929,6524,-1193,-3232,10065.0,-12.816793893129772,1.1603053435114503,-45.25954198473283,3.9049429077148434,-0.7140706451416016,-1.93451494140625,-134.58298130643593,-7.880670989046332,-0.0721543935086894
24662912,-2231,-686,-8102,2288,-153,-1652,9922.0,-17.03053435114504,-5.236641221374046,-61.847328244274806,1.369483349609375,-0.09157821350097656,-0.9888052856445312,-136.6214993740498,-8.304512061879487,-0.0828645923410411
24672901,-49,439,-8344,1960,1699,-756,9989.0,-0.37404580152671757,3.351145038167939,-63.69465648854962,1.1731588134765625,1.016937155151367,-0.4525041137695312,-138.54772036090668,-8.641176409077012,-0.09396917856137253
24682940,921,1007,-8769,1396,-709,3936,10039.0,7.030534351145038,7.687022900763359,-66.93893129770993,0.8355763793945312,-0.42437224426269526,2.35589443359375,-140.40435452755963,-9.030940443105372,-0.10569778993569326
24692910,921,1007,-8769,1396,-709,3936,9970.0,7.030534351145038,7.687022900763359,-66.93893129770993,0.8355763793945312,-0.42437224426269526,2.35589443359375,-142.17068047847263,-9.469642480359642,-0.1173457882823391
24702918,704,2319,-4631,1840,-1645,296,10008.0,5.374045801526718,17.702290076335878,-35.35114503816794,1.1013327636718748,-0.9846154327392578,0.1771709228515625,-143.84642010074333,-10.02147525703454,-0.1235206629860021
24712962,-1869,1818,4825,-13816,-233,1888,10044.0,-14.267175572519085,13.877862595419847,36.83206106870229,-8.269572534179687,-0.13946224670410157,1.13006318359375,-146.35837154210955,-10.491828202296048,-0.11706397063417578
24722924,-3090,-2093,4558,3068,6823,-8352,9962.0,-23.587786259541986,-15.977099236641221,34.79389312977099,1.8363526733398436,4.083909481811523,-4.99909306640625,-148.62379377307437,-10.57573294772703,-0.11101436687095906
24732917,2741,1656,10086,4596,215,3960,9993.0,20.923664122137403,12.641221374045802,76.99236641221374,2.750937707519531,0.12868833923339842,2.370259643554687,-150.62161174899083,-10.673874328565596,-0.0975860703350584
24742916,2741,1656,10086,4596,215,3960,9999.0,20.923664122137403,12.641221374045802,76.99236641221374,2.750937707519531,0.12868833923339842,2.370259643554687,-152.34548230998843,-10.782371028920341,-0.08414971117740096
24752927,444,-1147,14360,-8628,975,-6404,10011.0,3.3893129770992365,-8.755725190839694,109.61832061068702,-5.164292980957031,0.5835866546630859,-3.833116857910156,-154.5840961370943,-10.799017926216903,-0.06499665981900167
24762927,4486,1648,11600,-11520,-6345,-3784,10000.0,34.2442748091603,12.580152671755725,88.54961832061069,-6.89530078125,-3.797802383422851,-2.2649147705078123,-157.52774157146877,-11.160814186852985,-0.049541835908212185
24772901,-1047,-2343,4438,-1992,-4585,-776,9974.0,-7.99236641221374,-17.885496183206108,33.87786259541985,-1.1923124267578125,-2.7443536529541013,-0.4644751220703125,-160.59414420759603,-11.789244846445694,-0.04364440673632064
24782948,-411,-998,1162,-5460,199,2380,10047.0,-3.1374045801526718,-7.6183206106870225,8.870229007633588,-3.268085266113281,0.11911153259277343,1.4245499877929686,-164.01207962641405,-12.396381734538556,-0.0420889834294548
24792962,-666,-1255,2212,360,303,-2836,10014.0,-5.083969465648855,-9.580152671755725,16.885496183206108,0.2154781494140625,0.18136077575683593,-1.697488977050781,-167.39648536571005,-12.984196957454497,-0.03913778248209676
24802916,-570,663,3121,-2368,183,-2060,9954.0,-4.351145038167939,5.061068702290076,23.82442748091603,-1.4173673828125,0.10953472595214843,-1.2330138549804688,-170.9005830555602,-13.552729859137639,-0.03499876293894018
24812939,-786,-1548,1925,-2136,-505,-3600,10023.0,-6.0,-11.816793893129772,14.694656488549619,-1.2785036865234374,-0.3022679595947265,-2.1547814941406247,-174.5583269246945,-14.151389484832317,-0.03242816274401477
24822910,-1272,-1787,461,-2808,1399,3288,9971.0,-9.709923664122137,-13.641221374045802,3.519083969465649,-1.6807295654296874,0.8373720306396484,1.9680337646484374,-178.36146086821523,-14.658417624448003,-0.03181574789325722
24832970,-524,-941,-1248,-4788,-705,-700,10060.0,-4.0,-7.183206106870229,-9.526717557251908,-2.8658593872070313,-0.421978042602539,-0.41898529052734373,-182.48984369694523,-15.202942174622677,-0.033488450131370084
24842936,44,761,-1468,-4936,-1809,-816,9966.0,0.33587786259541985,5.809160305343512,-11.206106870229007,-2.9544448486328125,-1.082777700805664,-0.488417138671875,-186.87671608455443,-15.839457331123242,-0.035437634905847275
24852981,-197,24,-874,2540,3875,-3744,10045.0,-1.5038167938931297,0.183206106870229,-6.67175572519084,1.5203180541992187,2.319382858276367,-2.24097275390625,-191.13649729064647,-16.25275890354097,-0.0366073159334741
24863097,40,-297,-1108,-4052,-1229,-4260,10116.0,0.3053435114503817,-2.267175572519084,-8.458015267175572,-2.4253262817382812,-0.7356184600830078,-2.549824768066406,-195.67726681074998,-16.73475153035034,-0.03810064202432887
24872936,288,-222,36,-1956,1331,2284,9839.0,2.198473282442748,-1.6946564885496183,0.2748091603053435,-1.1707646118164061,0.7966706024169922,1.3670891479492187,-200.2040201547803,-17.122167639214755,-0.03805345098597975
24882917,2728,1116,-1741,-388,-2625,-2772,9981.0,20.82442748091603,8.51908396946565,-13.290076335877863,-0.23223756103515625,-1.571194839477539,-1.659181750488281,-204.82553887655672,-17.6706368571345,-0.04036859972879613
24892946,548,-267,-2426,4156,-1701,-2084,10029.0,4.183206106870229,-2.0381679389312977,-18.519083969465647,2.4875755249023435,-1.0181342559814452,-1.2473790649414063,-209.22378303849126,-18.334959085733665,-0.04361016297670279
24902974,-1219,-1017,-1967,2704,3031,5892,10028.0,-9.305343511450381,-7.763358778625954,-15.01526717557252,1.618480322265625,1.8142063079833983,3.526659045410156,-213.4505743576625,-18.824494894462852,-0.04623815932331434
24912940,248,555,2914,36,19,3776,9966.0,1.8931297709923665,4.236641221374046,22.244274809160306,0.02154781494140625,0.011372457885742187,2.2601263671875,-217.64904666706602,-19.309966192854585,-0.042369000990326235
24922941,479,1276,3892,132,-273,-36,10001.0,3.6564885496183206,9.740458015267176,29.709923664122137,0.07900865478515624,-0.16340426330566404,-0.02154781494140625,-221.85497434793604,-19.81376860512264,-0.03718312256978669
24933049,9,-463,-137,3688,-1901,980,10108.0,0.06870229007633588,-3.5343511450381677,-1.0458015267175573,2.2074539306640624,-1.1378443389892579,0.5865794067382812,-225.88486233871802,-20.447561360695634,-0.037367620658858805
24942920,-1127,-497,-1573,-696,-509,772,9871.0,-8.603053435114504,-3.7938931297709924,-12.007633587786259,-0.4165910888671875,-0.30466216125488277,0.46208092041015625,-229.8619925031317,-21.094555543450774,-0.03943631319000719
24952961,-1039,338,-2407,684,-1157,-3372,10041.0,-7.931297709923665,2.5801526717557253,-18.374045801526716,0.40940848388671874,-0.6925228302001952,-2.0183119995117185,-233.86935517771,-21.824210373195317,-0.04265633734293811
24962900,-1013,323,-3161,48,1879,-128,9939.0,-7.732824427480916,2.4656488549618323,-24.129770992366414,0.028730419921875,1.1246762298583983,-0.076614453125,-237.82797243287686,-22.435608168301144,-0.046842087077582535
24972997,-1013,323,-3161,48,1879,-128,10097.0,-7.732824427480916,2.4656488549618323,-24.129770992366414,0.028730419921875,1.1246762298583983,-0.076614453125,-241.84073855047603,-22.94236448791157,-0.051094377556574866
24982916,989,-97,-4588,-328,-1245,5332,9919.0,7.549618320610687,-0.7404580152671756,-35.02290076335878,-0.19632453613281248,-0.7451952667236328,3.191470812988281,-245.80623611936275,-23.512281234095468,-0.057157514416287816
24992941,1575,1328,-1463,-2684,271,-4872,10025.0,12.022900763358779,10.13740458015267,-11.16793893129771,-1.6065093139648436,0.16220716247558592,-2.916137622070312,-249.97432134535228,-24.062476670630243,-0.059111560399041155
25002958,1459,470,-406,-3056,659,1912,10017.0,11.13740458015267,3.5877862595419847,-3.099236641221374,-1.8291700683593748,0.39444472351074217,1.1444283935546875,-254.31993379972602,-24.56178249119802,-0.05965339879794148
25012902,1500,118,3322,-4556,495,1896,9944.0,11.450381679389313,0.9007633587786259,25.358778625954198,-2.7269956909179687,0.2962824554443359,1.1348515869140625,-258.90150158996903,-25.013305532688424,-0.05525224225902205
25022898,-913,81,3829,-1736,-845,-556,9996.0,-6.969465648854962,0.6183206106870229,29.229007633587788,-1.0390835205078124,-0.5057751007080078,-0.3327940307617187,-263.6132559078009,-25.512458277672266,-0.0501528586257366
25032949,-538,235,4080,1252,1027,1044,10051.0,-4.106870229007634,1.7938931297709924,31.14503816793893,0.7493851196289062,0.6147112762451171,0.6248866333007812,-268.27253172422377,-25.955701799877794,-0.04468930125229205
25043008,-1472,-1420,1485,2468,-869,-2124,10059.0,-11.236641221374045,-10.83969465648855,11.335877862595419,1.4772224243164063,-0.5201403106689453,-1.2713210815429687,-272.7884283350744,-26.458260078128816,-0.04269914427408371
25053019,-772,-1462,-521,-940,2427,2476,10011.0,-5.893129770992366,-11.16030534351145,-3.9770992366412212,-0.5626373901367188,1.4526818572998046,1.4820108276367188,-277.3327946205634,-26.810523209269807,-0.04339404258590307
25062934,-1443,352,-1974,2808,-677,-640,9915.0,-11.01526717557252,2.687022900763359,-15.068702290076336,1.6807295654296874,-0.4052186309814453,-0.38307226562499996,-281.6703617315517,-27.206800184680688,-0.04600167240568749
25072928,-238,-406,-150,920,1315,160,9994.0,-1.816793893129771,-3.099236641221374,-1.1450381679389312,0.5506663818359374,0.7870937957763672,0.09576806640624999,-285.98391667116056,-27.530243719015953,-0.04620139935848632
25082937,23,-567,1192,812,-1517,36,10009.0,0.17557251908396945,-4.32824427480916,9.099236641221374,0.4860229370117187,-0.9080009796142577,0.02154781494140625,-290.2593611635375,-27.947217240504177,-0.04461185366566282
25092962,-474,231,441,596,-3941,-1992,10025.0,-3.618320610687023,1.7633587786259541,3.366412213740458,0.35673604736328124,-2.3588871856689453,-1.1923124267578125,-294.5162558624462,-28.603275077171638,-0.044022835020143876
25102996,-210,1281,-187,-2588,191,-3588,10034.0,-1.6030534351145038,9.778625954198473,-1.4274809160305344,-1.5490484741210937,0.11432312927246092,-2.147598889160156,-298.932269959296,-29.241520453368018,-0.04427282452431285
25112966,671,160,-218,-1780,-813,-4768,9970.0,5.122137404580153,1.2213740458015268,-1.6641221374045803,-1.0654197387695312,-0.48662148742675776,-2.85388837890625,-303.42807067612404,-29.919299734600035,-0.04456239729652962
25123001,823,-764,271,-3980,395,4252,10035.0,6.282442748091603,-5.8320610687022905,2.068702290076336,-2.3822306518554686,0.23642741394042968,2.5450363647460934,-308.1917892826646,-30.567112699405747,-0.04420007693615864
25133008,863,392,2528,-3556,1195,2596,10007.0,6.587786259541985,2.9923664122137406,19.297709923664122,-2.128445275878906,0.7152677459716796,1.5538368774414062,-313.1522572874538,-31.13285074499725,-0.040829633513497575
25142993,1666,911,8701,-3280,2255,-428,9985.0,12.717557251908397,6.9541984732824424,66.41984732824427,-1.9632453613281249,1.3497311859130858,-0.2561795776367187,-318.2935359658237,-31.557108758081814,-0.02925457194336761
25152973,-688,-589,13189,-128,411,-388,9980.0,-5.251908396946565,-4.4961832061068705,100.6793893129771,-0.076614453125,0.24600422058105467,-0.23223756103515625,-323.4395833438818,-31.95656447200837,-0.011717847355929362
25162945,1526,-1838,17135,5964,-1561,1372,9972.0,11.648854961832061,-14.030534351145038,130.80152671755727,3.5697546752929687,-0.9343371978759765,0.8212111694335937,-328.2255216848376,-32.44468401588812,0.011047404038017704
25172942,907,-1626,23640,956,339,2512,9997.0,6.923664122137405,-12.412213740458014,180.45801526717557,0.5722141967773438,0.20290859069824219,1.5035586425781249,-332.96718536679253,-32.91133528710138,0.042533820558697706
25182963,539,643,28547,-308,-4501,-3420,10021.0,4.114503816793893,4.908396946564886,217.91603053435114,-0.18435352783203124,-2.69407541809082,-2.0470424194335934,-337.7168904749376,-33.650259175440354,0.08064721321244668
25192933,-1263,37,29424,-340,-5089,-1512,9970.0,-9.641221374045802,0.2824427480916031,224.61068702290078,-0.20350714111328125,-3.0460230621337887,-0.9050082275390624,-342.42634135664923,-34.68844846142497,0.11973156756889639
25202928,-1269,-2515,28324,3416,-7909,-1680,9995.0,-9.687022900763358,-19.198473282442748,216.21374045801528,2.0446482177734375,-4.733935232543945,-1.005564697265625,-346.87171388344603,-36.164283571782946,0.15744911595104955
25213035,-1269,-2515,28324,3416,-7909,-1680,10107.0,-9.687022900763358,-19.198473282442748,216.21374045801528,2.0446482177734375,-4.733935232543945,-1.005564697265625,-351.0680371904861,-38.09042285266367,0.19558931219901574
