timestamp,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,theta_ins,ax_global_ms2,ay_global_ms2,vx_ins_ms,vy_ins_ms,v_ins_ms,x_ins,y_ins
26472,-1994,41,23012,-4941,-3174,-939,10.0,-15.221374045801527,0.31297709923664124,175.66412213740458,-2.9574376007080074,-1.8997990173339843,-0.5620388397216797,0.27552513666930295,2.329045646212198,2.6327209966505594,0.6473477990478214,0.0667727668991683,0.6507824331767332,278.0039200404835,-4.68495569330578
26482,-1994,41,23012,-4941,-3174,-939,10.0,-15.221374045801527,0.31297709923664124,175.66412213740458,-2.9574376007080074,-1.8997990173339843,-0.5620388397216797,0.30618430975852856,2.2472466942329086,2.702879161857587,0.6702292607500423,0.09345076769170374,0.676712869648359,284.5918053394715,-3.8838380203515794
26492,-804,613,24073,-2313,-790,-207,10.0,-6.137404580152672,4.679389312977099,183.76335877862596,-1.3844471099853515,-0.47285482788085936,-0.12389993591308593,0.33755027457920256,1.1497226252657424,0.9046675486326887,0.6872141073475382,0.11148850124415793,0.6961989049453772,291.37902217996043,-2.8591416756721113
26502,-2008,-1952,23207,391,-2022,4065,10.0,-15.32824427480916,-14.900763358778626,177.15267175572518,0.23403321228027343,-1.2102689392089843,2.433107437133789,0.3690461398594604,-0.654851611687754,1.0443619182707757,0.6896884624154276,0.12123364857867332,0.7002626455385536,298.2635350287739,-1.6955309265581864
26512,-1381,-1607,23876,-2801,-4854,-387,10.0,-10.541984732824428,-12.267175572519085,182.25954198473283,-1.676539712524414,-2.905363714599609,-0.2316390106201172,0.40041077236772826,0.41142596071545245,3.3290617898490336,0.6884713341605659,0.14310076711927577,0.7031860404693446,305.15433401165495,-0.3738588480682343
26522,-1085,514,29262,-4033,246,-2859,10.0,-8.282442748091603,3.9236641221374047,223.3740458015267,-2.413953823852539,0.14724340209960937,-1.7112556365966796,0.43580898068547225,2.2504766467168253,0.8855555012173736,0.7017808471977294,0.16417385357461112,0.7207283896802599,312.1055949184475,1.1625142554014403
26532,2267,1953,30635,1615,-366,1901,10.0,17.30534351145038,14.908396946564885,233.85496183206106,0.9666589202880859,-0.21906945190429686,1.1378443389892579,0.4757097387796263,-0.9596558837940654,-0.24795458783738658,0.7082349510123419,0.16736185814151042,0.7277408449414072,319.15567390949644,2.820192813981718
26542,-1854,-124,31191,-6633,-9822,749,10.0,-14.15267175572519,-0.9465648854961832,238.09923664122138,-3.9701849029541014,-5.878962176513672,0.4483142608642578,0.5168955121894806,0.5462234614112029,7.072920497695913,0.7061677889004273,0.20148668769080838,0.734349937970401,326.2276876090614,4.6644355431436
26552,-2786,-1627,30277,-1865,-10810,-3963,10.0,-21.267175572519083,-12.419847328244275,231.12213740458014,-1.1162965240478515,-6.470329986572265,-2.3720552947998046,0.557842801678628,-2.4780513235016226,6.080341248879821,0.6965086495899772,0.26725299642367395,0.746021757759843,333.241069801512,7.0081339637155455
26562,-1606,145,32712,-1989,-5414,1849,10.0,-12.259541984732824,1.1068702290076335,249.70992366412213,-1.1905167755126953,-3.2405519470214843,1.1067197174072265,0.599803314752631,-0.8465190969959103,3.3469258331404816,0.6798857974874869,0.3143893318337828,0.7490563060251803,340.1230420369004,9.916345605003283
