[23793,-10,18,30,96,-265,-66,0.08,0.01]
[23802,5,7,-277,-128,-1,-226,0.00,0.00]
[23812,11,21,12,-104,19,-82,-0.01,0.00]
[23822,1,-50,11,-120,-277,-86,0.08,0.01]
[23832,-8,-9,22,-88,-5,-134,-0.01,0.01]
[23842,-9,-49,4,-60,-257,-22,-0.01,-0.01]
[23852,2,14,13,-68,-1,-58,0.07,0.01]
[23862,-10,7,-15,-120,-5,-14,-0.01,0.01]
[23872,0,-26,28,-316,-253,-18,-0.02,0.02]
[23882,-12,-22,-32,-20,39,-186,-0.01,0.02]
[23892,-12,-22,-32,-20,39,-186,0.08,0.01]
[23902,10,33,-22,-80,-29,38,0.04,0.03]
[23912,1,18,-4,-56,-21,-50,0.07,0.02]
[23922,-8,24,16,-84,-269,-86,-0.01,0.00]
[23932,13,-13,24,-80,11,-30,-0.04,0.01]
[23942,-5,2,-2,-32,-13,-78,0.08,0.01]
[23952,-19,-2,27,-108,-9,-50,0.00,-0.00]
[23962,-16,-13,222,-64,7,194,3.62,0.02]
[23972,-305,31,390,-324,-1481,422,17.61,-0.47]
[23982,1198,1157,5283,-620,4587,194,16.91,-2.15]
[23992,-2479,-2598,926,-2240,-689,-190,16.88,-2.21]
[24002,776,528,-392,1728,-1021,-674,23.37,-2.24]
[24017,1265,676,1356,-196,-1065,794,24.51,1.29]
[24022,1265,676,1356,-196,-1065,794,26.75,8.08]
[24032,-644,76,-8519,-1376,-1789,-2654,36.68,16.59]
[24042,1269,630,-3066,-5028,-237,-1838,46.96,26.40]
[24052,-2596,-981,-5319,-4628,2771,802,63.88,44.10]
[24062,2669,401,-3976,-6504,595,2986,89.71,62.11]
[24072,-6,-1265,-1612,-10192,323,-894,116.39,81.66]
[24082,-1542,-1574,-3289,-2160,1039,-2030,148.09,105.97]
[24092,704,1036,-1473,-7904,2179,1646,182.20,130.95]
[24103,2219,998,-2384,-3516,-1981,-2198,227.43,155.32]
[24112,2219,998,-2384,-3516,-1981,-2198,268.34,181.84]
[24124,-10,-602,1327,-6068,-769,2242,294.94,280.57]
[24132,-591,-600,529,-3264,99,-1774,341.75,314.67]
[24142,-28,-178,664,-4716,1439,1730,379.65,345.57]
[24152,11,913,590,-4880,-229,1330,421.99,373.17]
[24162,-337,34,648,-5072,2219,-542,459.91,404.73]
[24172,-2693,-2398,-1124,-2852,1671,-598,501.87,435.48]
[24182,-2483,-1984,-1777,2080,2727,338,539.96,470.40]
[24192,-346,166,-1683,2616,3651,-2618,593.06,505.39]
[24202,492,172,-2021,116,1391,-3706,636.81,537.03]
[24212,467,633,-764,-1952,3035,-2254,681.99,650.70]
[24223,1305,1118,-271,-3328,1319,3070,726.99,682.58]
[24232,1678,1134,724,300,1363,134,784.08,723.41]
[24242,85,491,244,-1972,-489,-1302,832.25,756.26]
[24252,-56,-1268,-120,-688,-1097,654,878.45,793.27]
[24262,-50,-599,749,1080,-1537,7586,935.15,830.42]
[24272,93,1835,790,-2540,-553,-718,985.83,864.59]
[24282,-876,185,1596,3248,-2533,-1202,1029.10,900.76]
[24292,-1794,-2084,-413,1120,1227,1146,1073.36,1011.99]
[24302,-481,1020,-1250,-2956,-837,-6,1123.41,1049.29]
[24313,-1218,1062,-2195,-1040,-1137,-690,1149.18,1062.55]
[24322,-1232,-615,-4522,1696,-2733,806,1222.31,1120.73]
[24332,-150,-952,-6160,2456,-4113,534,1287.08,1155.30]
[24342,-1066,-825,-5881,3372,-2013,-982,1343.45,1192.95]
[24352,1562,1588,-1554,-4976,827,-1338,1404.75,1229.75]
[24362,2010,1730,2442,-1796,2619,298,1454.51,1262.24]
[24372,978,1638,5973,-2232,-1141,-306,1506.74,1374.96]
[24382,-1758,653,4460,-2416,-1725,-3174,1550.78,1408.69]
[24392,-888,-1046,4063,-4348,147,-5310,1592.15,1445.76]
[24402,-1105,-2584,-978,-200,-549,5918,1648.84,1482.13]
[24412,-1839,-1975,567,-2388,3467,3178,1700.85,1516.92]
[24422,-483,-572,111,296,-2973,-2214,1745.14,1555.71]
[24432,-851,-1798,-2722,944,1579,-1398,1788.95,1592.42]
[24442,431,-172,-5558,-1276,1955,1114,1839.29,1709.38]
[24452,767,1002,-4903,-2048,-913,-2714,1885.32,1747.07]
[24462,1594,254,-2076,1048,763,-2634,1937.90,1789.11]
[24472,791,1164,-2115,-920,-417,-3950,1985.23,1826.64]
[24482,154,512,693,132,375,-3066,2047.23,1862.10]
[24492,154,512,693,132,375,-3066,2095.42,1899.40]
[24505,-499,365,4147,-4028,-561,-562,2147.31,1933.76]
[24513,-1616,-629,3639,140,-2693,-338,2195.49,1967.47]
[24522,-1616,-629,3639,140,-2693,-338,2247.75,2082.07]
[24532,-867,-1296,2002,-3872,-2165,-2314,2292.81,2118.64]
[24542,-3091,-2827,1901,2108,-441,-638,2343.33,2154.95]
[24552,877,1121,1557,-2908,3095,1942,2398.29,2186.14]
[24562,425,2555,2518,-7108,-2537,3406,2454.95,2222.46]
[24572,1690,1969,5201,-4432,-1581,-622,2505.31,2256.11]
[24582,3254,2482,6667,-700,-1377,-2186,2566.20,2292.77]
[24592,1945,1534,8394,-3216,1703,166,2619.99,2328.10]
[24602,-470,-567,11456,-776,-129,882,2675.87,2439.23]
[24612,-788,-1443,9773,-44,-45,-86,2740.52,2475.59]
[24622,-2212,-1944,9044,5388,-1941,1978,2796.22,2507.93]
[24633,158,1402,12035,504,-385,862,2852.54,2538.47]
[24642,1352,83,13202,-3132,-2233,-486,2916.01,2575.23]
[24652,-1667,-1959,10892,-4080,-1489,2946,2974.56,2607.69]
[24662,-664,-545,9146,1792,-2329,3802,3026.28,2644.03]
[24672,-1801,-1959,8179,2224,1027,286,3090.77,2676.81]
[24682,-218,-69,8237,-1184,-2641,-454,3144.40,2789.37]
[24692,721,927,7685,532,-2149,422,3206.12,2822.62]
[24702,952,1090,10643,-3152,-697,266,3264.57,2858.84]
[24712,1059,681,14260,-3852,-637,110,3332.14,2892.77]
[24722,1987,-121,16420,-1428,2299,202,3392.49,2923.29]
[24732,-206,-1514,19867,2164,-1309,2658,3470.79,2957.23]
[24742,-55,110,20748,2772,-1413,1542,3538.83,2987.67]
[24752,-288,361,23995,-632,-617,-1778,3616.58,3019.45]
[24762,495,717,27280,-1836,-2713,454,3694.48,3049.81]
[24772,-679,-789,27405,188,-4425,-86,3758.29,3156.55]
[24782,-870,564,26920,-512,-2689,3422,3838.24,3187.24]
[24792,-870,564,26920,-512,-2689,3422,3909.05,3215.32]
[24802,-1571,-547,27536,-1192,-5081,2694,3991.76,3244.22]
[24812,204,594,29122,-5160,-3645,-390,4062.30,3272.20]
[24822,-267,-460,30070,1620,-5661,1902,4139.09,3299.19]
[24832,-508,-276,30128,-4676,-6077,2082,4219.79,3328.67]
[24842,365,-402,31528,-1236,-6289,-334,4303.12,3358.55]
[24852,88,780,32746,-3224,-1897,-3090,4390.97,3385.35]
[24862,495,-954,32746,-2480,-4865,-2766,4468.95,3413.17]
[24872,787,-409,32746,892,-4621,3278,4564.78,3517.51]
[24882,459,1043,32746,-1012,-6385,-2894,4647.41,3545.72]
[24892,448,829,32746,3908,-6277,2922,4743.36,3570.04]
[24902,-2365,-536,32746,2508,-6441,-5870,4832.23,3592.10]
[24912,-34,1275,32746,576,-7193,-2378,4918.72,3614.31]
[24922,-1372,1379,32746,-3436,-4673,-66,5008.55,3637.23]
[24932,-1409,-1901,32746,204,-6037,98,5091.37,3659.25]
[24942,-1066,-1802,32746,-1560,-7389,3630,5179.09,3683.57]
[24952,931,1718,32746,-660,-5473,-4834,5270.21,3708.20]
[24962,342,1648,32746,856,-10177,-1770,5342.79,3738.49]
[24972,-1721,-2226,24808,-3252,-6753,130,5415.95,3772.67]
[24982,-1355,-468,18679,-3596,-7793,-1990,5480.72,3885.10]
[24992,-517,-1176,15204,2380,-2869,-1618,5549.81,3924.83]
[25002,1368,1221,12452,-1644,1467,1726,5621.05,3962.07]
[25012,2413,2246,12521,-544,-553,-618,5695.39,4000.15]
[25022,-101,937,15083,-1136,-385,1198,5771.05,4039.68]
[25032,1168,1601,16992,96,-1985,1090,5840.46,4074.77]
[25042,-1140,-21,21543,-1872,-145,-2382,5913.70,4111.88]
[25052,-2552,-769,22466,-4180,-4485,694,5986.27,4143.16]
[25062,254,384,23204,1080,-2705,1662,6060.31,4256.66]
[25072,-1319,-735,21995,6960,-3837,1638,6128.86,4292.71]
[25082,-1095,40,20169,948,-985,1094,6206.08,4323.25]
[25093,-964,-339,22175,-2012,-5817,-122,6271.62,4354.79]
[25102,-1117,-181,23383,1424,-4345,-4630,6355.02,4384.62]
[25112,137,4,24832,-3112,-5245,886,6432.22,4417.76]
[25122,765,-98,24698,-84,-2289,1638,6503.81,4451.51]
[25132,546,1946,27634,-4292,-809,-3746,6584.65,4481.56]
[25142,-87,370,29267,-1712,-4605,-1274,6655.46,4592.12]
[25152,-92,-1280,30589,-3616,-5741,2806,6747.40,4622.33]
[25162,-575,-13,32159,-5432,-4801,678,6826.61,4654.79]
[25172,687,1273,32746,1020,-4825,-1426,6916.83,4686.31]
[25182,76,931,32746,-1684,-2377,46,7002.51,4712.61]
[25192,24,398,32746,424,-3705,-122,7090.47,4741.81]
[25202,-3130,-869,32746,-6240,-5849,-2486,7181.35,4767.52]
[25212,-3452,-4165,32746,64,-3661,1086,7269.69,4795.11]
[25222,-3354,-2706,32746,-360,-6381,4214,7359.83,4821.75]
[25232,-769,3300,32746,-4456,-6413,-2234,7457.21,4845.96]
[25242,644,5360,32746,1108,-4569,-5222,7538.70,4949.86]
[25252,-977,1939,32746,-564,-12681,4042,7628.03,4974.45]
[25262,-2315,-1373,32746,-3316,-7973,-1794,7703.33,5001.68]
[25272,-307,1223,32746,-1964,-5377,1274,7798.94,5029.41]
[25282,445,1993,32746,48,-9101,1930,7888.61,5054.15]
[25292,-1495,-364,32746,-1616,-4769,5706,7970.30,5081.49]
[25302,2927,645,32746,-1140,-6061,-5330,8060.83,5110.75]
[25312,-819,2357,32746,-4116,-4849,-3686,8147.31,5137.99]
[25322,-306,-1837,32746,-788,-7541,2690,8237.25,5167.63]
[25332,-2285,-797,32746,-5100,-4189,2306,8329.68,5194.30]
[25342,139,2491,32746,140,-6001,-1018,8409.77,5223.99]
[25352,970,132,32746,1712,-9013,5646,8499.23,5332.71]
[25362,-2396,-1294,32746,1056,-5177,1330,8575.41,5360.93]
[25372,-224,958,31524,-1404,-3773,850,8656.01,5394.85]
[25382,-1086,97,21748,-1412,-9617,-1990,8730.97,5428.05]
[25392,-1780,-2202,13002,-76,-6145,-650,8790.33,5469.94]
[25402,-3488,-1912,9067,-48,-1885,-2518,8866.10,5509.56]
[25412,938,296,6279,816,1687,574,8929.06,5554.10]
[25422,1247,-259,6027,2668,-817,-4810,8998.07,5672.69]
[25432,2711,2411,7306,1352,-797,-2478,9060.71,5716.36]
[25442,3509,466,8218,-472,-905,202,9127.88,5760.76]
[25452,-1613,-109,8430,-1116,-1961,5138,9184.02,5797.97]
[25462,-1142,-1057,8636,1068,-285,-1594,9254.28,5839.81]
[25472,-213,145,7575,2496,-2773,-1406,9311.00,5877.75]
[25482,-586,46,7626,2468,-1873,366,9373.43,5919.56]
