gyroX,gyroY,gyroZ,accelX,accelY,accelZ,encoderR,encoderL,timestamp,timestamp_s,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,x,y,theta,linear_displacement,delta_theta_odom,delta_theta_gyro
99.0,412.0,3596.0,3040.0,-1132.0,17536.0,-3.0,0.0,18282.0,18.282,0.010000000000001563,0.7557251908396947,3.145038167938931,27.450381679389313,1.8195932617187498,-0.6775590698242188,10.496180078124999,0.0,0.0,0.01193538745882863,0.0,0.0,0.004790995412345489
-291.0,539.0,1327.0,-1104.0,1108.0,17028.0,-3.0,0.0,18293.0,18.293,0.010999999999999233,-2.2213740458015265,4.114503816793893,10.129770992366412,-0.6607996582031249,0.6631938598632812,10.192116467285155,0.0,0.0,0.013880163878016374,0.0,0.0,0.0019447764191877443
321.0,793.0,3684.0,-8608.0,-1216.0,12692.0,-3.0,0.0,18303.0,18.303,0.010000000000001563,2.450381679389313,6.0534351145038165,28.12213740458015,-5.1523219726562495,-0.7278373046875,7.596801867675781,0.0,0.0,0.018788402782098906,0.0,0.0,0.004908238904082531
-386.0,867.0,6493.0,-7452.0,-2240.0,12012.0,-3.0,0.0,18313.0,18.313,0.00999999999999801,-2.946564885496183,6.6183206106870225,49.56488549618321,-4.460397692871093,-1.3407529296874998,7.189787585449218,0.0,0.0,0.02743910723492099,0.0,0.0,0.008650704452822082
-3285.0,-1562.0,12872.0,-12208.0,4876.0,18560.0,-3.0,0.0,18323.0,18.323,0.010000000000001563,-25.076335877862597,-11.923664122137405,98.25954198473282,-7.307103466796875,2.9185318237304685,11.109095703125,0.0,0.0,0.04458863252627558,0.0,0.0,0.017149525291354595
620.0,1982.0,8846.0,-15188.0,-860.0,17084.0,-3.0,0.0,18332.0,18.332,0.009000000000000341,4.732824427480916,15.129770992366412,67.52671755725191,-9.090783703613281,-0.5147533569335937,10.225635290527343,0.0,0.0,0.05519570451622076,0.0,0.0,0.010607071989945177
-420.0,-188.0,7988.0,-7836.0,-3728.0,14600.0,-3.0,0.0,18342.0,18.342,0.00999999999999801,-3.2061068702290076,-1.4351145038167938,60.97709923664122,-4.690241052246093,-2.231395947265625,8.738836059570312,0.0,0.0,0.06583821601616574,0.0,0.0,0.010642511499944985
-2045.0,-1980.0,4614.0,-5904.0,-232.0,20768.0,-3.0,0.0,18352.0,18.352,0.010000000000001563,-15.610687022900763,-15.114503816793894,35.221374045801525,-3.5338416503906247,-0.1388636962890625,12.43069501953125,0.0,0.0,0.07198550545792383,0.0,0.0,0.006147289441758088
-1099.0,586.0,122.0,-3384.0,5980.0,18828.0,-3.0,0.0,18362.0,18.362,0.00999999999999801,-8.389312977099237,4.473282442748092,0.9312977099236641,-2.0254946044921875,3.5793314819335937,11.269507214355468,0.0,0.0,0.07214804757146831,0.0,0.0,0.00016254211354447775
-1099.0,586.0,122.0,-3384.0,5980.0,18828.0,-3.0,0.0,18372.0,18.372,0.010000000000001563,-8.389312977099237,4.473282442748092,0.9312977099236641,-2.0254946044921875,3.5793314819335937,11.269507214355468,0.0,0.0,0.07231058968501285,0.0,0.0,0.00016254211354453549
-527.0,275.0,-4776.0,-6052.0,700.0,14476.0,-4.0,0.0,18382.0,18.382,0.010000000000001563,-4.022900763358779,2.099236641221374,-36.458015267175576,-3.622427111816406,0.41898529052734373,8.664615808105468,-0.03447497994285642,-0.0023870254442421657,0.06594746563346611,-0.03455751918948772,-0.6520286639525985,-0.006363124051546734
-1978.0,-254.0,-8522.0,-6592.0,-624.0,18732.0,-4.0,0.0,18393.0,18.393,0.010999999999999233,-15.099236641221374,-1.9389312977099236,-65.05343511450381,-3.9456443359374997,-0.373495458984375,11.212046374511718,-0.03447497994285642,-0.0023870254442421657,0.053458102676180536,0.0,0.0,-0.012489362957285574
-1701.0,-689.0,-12432.0,-5184.0,1908.0,20440.0,-4.0,0.0,18402.0,18.402,0.009000000000000341,-12.98473282442748,-5.259541984732825,-94.90076335877863,-3.1028853515624997,1.1420341918945311,12.234370483398436,-0.03447497994285642,-0.0023870254442421657,0.038551125626779856,0.0,0.0,-0.014906977049400683
2855.0,392.0,-15295.0,-6808.0,5564.0,17920.0,-4.0,0.0,18412.0,18.412,0.00999999999999801,21.793893129770993,2.9923664122137406,-116.7557251908397,-4.074931225585937,3.3303345092773435,10.726023437499999,-0.03447497994285642,-0.0023870254442421657,0.018173407375445535,0.0,0.0,-0.02037771825133432
