[30172,-4,-25,11,124,11,30,0.00,-0.02]
[30182,-42,43,4,-364,35,-66,0.00,-0.01]
[30192,-20,-16,-30,-140,-21,-34,0.01,-0.01]
[30202,-50,-3,6,-100,31,-58,0.01,-0.00]
[30212,-15,-13,-32,-168,31,-38,0.01,0.00]
[30222,-3,20,28,-100,3,-26,0.03,0.00]
[30232,-1,5,-1,-44,-45,-34,0.01,0.00]
[30242,-46,16,10,-64,15,34,0.02,-0.00]
[30252,-6,4,1,-100,7,-146,0.02,-0.01]
[30262,-2,-19,9,-360,-61,-110,0.01,0.00]
[30272,4,-4,32,-128,11,-90,0.03,0.00]
[30287,1,-38,46,-96,-5,14,0.02,0.02]
[30292,-16,-22,56,-56,35,-46,0.01,0.00]
[30302,-34,-6,22,-84,87,10,0.02,0.01]
[30312,13,2,217,-108,11,22,0.01,-0.01]
[30322,276,33,-9,-112,63,22,0.01,0.01]
[30332,-4,3,4,-152,-33,-62,0.02,0.02]
[30342,-8,12,2,-144,19,82,0.02,0.01]
[30352,-11,-6,-280,-96,83,638,9.09,-89.52]
[30362,848,-46,-431,2960,-325,366,5.79,-89.52]
[30372,848,-46,-431,2960,-325,366,7.87,-89.52]
[30382,246,334,-250,1016,31,-434,11.41,-89.52]
[30393,246,334,-250,1016,31,-434,26.08,-86.72]
[30402,-74,182,1985,-540,-613,-2526,113.71,-88.72]
[30412,981,1239,11104,-18288,1575,834,170.04,-85.37]
[30422,-1570,-554,11043,9880,-865,2538,240.13,-89.52]
[30432,-30,2887,20500,-6676,439,3562,292.70,-4.87]
[30442,8201,4310,11004,-12572,-10385,10910,325.68,-89.52]
[30452,-2250,-1530,10453,-3924,4019,-3590,353.03,-89.52]
[30462,5795,2554,4522,-4524,-2229,8218,370.36,-89.52]
[30472,728,-1848,-421,3700,-1909,-3774,373.47,11.61]
[30482,-1855,-1394,-9738,-4244,647,658,377.20,22.75]
[30496,-3249,305,-10502,-2888,5199,-1150,405.41,-89.52]
[30502,1017,1131,-3101,-13956,735,-5370,459.61,-89.52]
[30512,-1586,-2845,-3448,1332,-677,-934,506.23,-84.99]
[30522,161,359,4784,-4432,1487,6534,539.57,-87.56]
[30532,6006,4103,1822,-2108,-2049,4854,582.79,85.85]
[30542,678,-788,166,-620,643,-5206,621.28,104.27]
[30552,413,-952,-767,-12128,91,1902,663.07,122.49]
[30562,463,-240,917,-7420,279,-2298,699.81,49.04]
[30572,591,1008,454,-2376,-537,-1790,743.05,49.04]
