timestamp,encoderR,encoderL,x_odom,y_odom,theta_odom,delta_S,dist_R,dist_L,x_kalman,y_kalman,theta_kalman
23972961,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23982928,0.0,0.01,-0.0006241424503146274,3.246281652446076e-09,-1.0402374172051161e-05,-0.0006241424503230697,-0.0012482849006461394,0.0,-0.0006241424503230697,2.96314983763811e-10,-9.70399989186097e-07
23992902,0.0,0.01,-0.0006241424503146274,3.246281652446076e-09,-1.0402374172051161e-05,0.0,0.0,0.0,-0.0006241424503230697,4.433677628554774e-09,-2.2420762576816105e-05
24002946,0.0,0.02,-6.753809751042228e-14,-6.492563304540874e-09,-2.0804748344102323e-05,0.0006241424503230697,0.0,0.0012482849006461394,-4.138939315161274e-13,-1.7480915217444408e-08,-4.893591464217281e-05
24012902,0.0,0.0,-0.0012482849006461394,6.492563305067791e-09,0.0,-0.0012482849006461394,0.0,-0.0024965698012922788,-0.0012482848984852707,6.356175125068694e-08,-7.802736925163776e-05
24022930,0.01,0.0,-0.0006241424503315119,9.738844957513867e-09,1.0402374172051161e-05,0.0006241424503230697,0.0012482849006461394,0.0,-0.0006241424502892246,1.6075219778920954e-08,-0.00010462150951025196
24033101,0.0,0.02,-1.6884497272551258e-14,6.49256330506779e-09,-2.0804748344102326e-05,0.0006241424503230697,-0.0012482849006461394,0.0024965698012922788,-4.627537997649064e-12,-5.898242418183143e-08,-0.00012723874279257862
24042927,0.0,0.02,-1.6884497272551258e-14,6.49256330506779e-09,-2.0804748344102326e-05,0.0,0.0,0.0,-5.458987921947202e-12,-6.549681795708793e-08,-0.00014736622787009493
24052962,0.01,0.02,0.0006241424502302048,-3.2462816519191593e-09,-1.0402374172051165e-05,0.0006241424503230697,0.0012482849006461394,0.0,0.0006241424363502333,-1.698236795777412e-07,-0.00016468562219504443
24063039,0.0,0.03,0.0006241424502302047,-3.2462816519191572e-09,-3.120712251615349e-05,-1.0842021724855044e-19,-0.0012482849006461394,0.0012482849006461392,0.0006241424355784413,-1.7531187680707237e-07,-0.00017490181093346197
24072897,0.0,-0.03,-0.0031207122517082136,-3.2462816519191572e-09,3.120712251615349e-05,-0.003744854701938418,0.0,-0.007489709403876836,-0.0031207122046183057,5.043758457975291e-07,-0.00018511795620460657
24082919,0.01,-0.02,-0.001872427351669917,3.570909817128639e-08,3.120712251615349e-05,0.0012482849006461394,0.0012482849006461394,0.0012482849006461392,-0.0018724273245541339,2.778820815442573e-07,-0.0001903156161770757
24092932,0.0,-0.01,-0.001872427351669917,3.570909817128639e-08,1.0402374172051165e-05,0.0,-0.0012482849006461394,0.0012482849006461394,-0.0018724273239931945,2.810716552158035e-07,-0.0001951086447328363
24102916,0.0,-0.01,-0.001872427351669917,3.570909817128639e-08,1.0402374172051165e-05,0.0,0.0,0.0,-0.00187242732412662,2.80312981384779e-07,-0.00019359695642483894
24112958,0.0,0.0,-0.0012482849013552896,3.8955379823732466e-08,3.3881317890172014e-21,0.0006241424503230697,0.0,0.0012482849006461394,-0.0012482848853112372,1.601892119828771e-07,-0.00018591528249168427
24122976,0.0,0.04,0.0012482848993966844,-1.2985126611891956e-08,-4.1609496688204645e-05,0.0024965698012922788,0.0,0.0049931396025845575,0.0012482848759539874,-2.874379990697916e-07,-0.00017745107089071628
24132949,0.01,0.01,-9.79302576531449e-13,1.2985126605920258e-08,0.0,-0.0012482849006461394,0.0012482849006461394,-0.003744854701938418,-4.618843966324093e-12,-6.391888572325631e-08,-0.00017366446981512023
24143006,0.0,0.0,-0.001248284901625442,1.2985126605920258e-08,0.0,-0.0012482849006461394,-0.0012482849006461394,-0.0012482849006461394,-0.0012482848868866562,1.498466776369845e-07,-0.000168087766857002
24152902,0.0,0.05,0.0018724273489346245,-6.817191469644972e-08,-5.2011870860255816e-05,0.003120712251615349,0.0,0.006241424503230698,0.0018724273234865987,-3.582117758554833e-07,-0.00015960672787472752
24162973,2.59,1.37,0.24591208023891706,0.0001484394656745424,0.0012690896489902415,0.24403969807632026,0.3233057892673501,0.1647736068852904,0.24591212055509393,-5.018058543376155e-05,-0.00021823647347825732
24173247,2.94,1.93,0.3027090050142363,0.00021431624447740543,0.0010506397913771673,0.05679696297939934,0.04368997152261489,0.06990395443618379,0.30270908146359726,-6.671776129940801e-05,-0.00024092301712706445
24182948,3.03,2.11,0.3195608426823857,0.00023123261532734984,0.0009570184238287067,0.016851846158722872,0.011234564105815237,0.022469128211630503,0.31956092541981007,-8.034273276681853e-05,-0.00030456284265586856
24192951,8.38,4.88,0.8263631731027401,0.0013963350592497783,0.003640830960217909,0.5068036696623327,0.6678324218456848,0.3457749174789806,0.8263645586425789,-0.0002815789824043995,-0.00039929293858673073
24202966,12.53,9.36,1.3649948664205342,0.00326495920207618,0.003297552612540219,0.5386349346288091,0.5180382337681476,0.5592316354894704,1.3649994477356495,-0.0005042851663266655,-0.00040911714347551507
24212936,12.61,15.32,1.741976895625921,0.00335515389064765,-0.0028190434006258648,0.3769820399951342,0.009986279205169124,0.7439778007850992,1.7419810744965403,-0.001710504892311393,-0.0016248854182154544
24222919,38.53,23.1,3.8452909210692496,0.017270693158360415,0.016050863347474947,2.1033600575887452,3.235554462474794,0.9711656527026965,3.845332989165444,-0.00938867519496645,-0.0035644612641476834
24232909,74.97,30.59,6.585822128343288,0.10255147126779231,0.046165736575563054,2.7418577842692446,4.548750177954531,0.9349653905839583,6.587152801048676,-0.027202357305461413,-0.005855282259898644
